"id","type","level","title","description","speakers","venue","dayTime","services","tags","url"
"COP306-R","Builders' session","300","Developing Unit Cost Metrics with Cloud Intelligence Dashboards [REPEAT]","In this builders' session, you will learn how to attribute cloud expenses to specific teams and business units, driving smarter resource allocation. Discover how the Cloud Intelligence Dashboards (powered by Amazon Quicksight) combine advanced observability capabilities with FinOps best practices to create measurable business unit costs. Gain skills to provide customized insights to the different stakeholders in the organization, enhance accountability, and convert cloud spending into actionable insights.","Iakov Gan; Shubir Kapoor; Judith Lehner; Nisha Notani; Yuriy Prykhodko","Mandalay Bay","Tuesday 11:30 - 12:30","Amazon Athena; Amazon QuickSight; AWS Billing and Cost Management","Management & Governance; Cost Optimization; Cloud Operations; IT Professional / Technical Manager; Solution / Systems Architect; System Administrator; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381062652001l3r7"
"IND314","Workshop","300","DevOps Meets Broadcast: Build Your Own Multi-Camera Broadcast Solution","Experience the future of live sports broadcasting in this hands-on workshop. Learn to orchestrate multi-camera productions in the cloud using AWS Media Services and AI-assisted tools. Practice implementing DevOps principles in broadcast workflows while building a complete live production system. The session covers signal routing, NDI Discovery, transport protocols, and cloud production tools. You'll work with real-world scenarios to create, automate, and optimize live content delivery, gaining practical skills applicable across broadcasting, sports, and digital media industries.","Andrew Lee; David Sabine","Mandalay Bay","Monday 15:00 - 17:00","","Generative AI; Networking & Content Delivery; Industry Solutions; Developer / Engineer; DevOps Engineer; Solution / Systems Architect; Media & Entertainment; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381048376001lmJp"
"HMC310","Breakout session","300","Digital sovereignty and data residency with AWS Hybrid and Edge services","Countries around the world are increasingly introducing or updating data residency and digital sovereignty laws that require at least one copy, or sometimes all data, to be stored or processed in a specific geographic or sovereign location that introduces new challenges for customers. This session explores how AWS services, including AWS Dedicated Local Zones, AWS Local Zones, and AWS Outposts can help you with your digital sovereignty use cases. We’ll examine best practices for data residency, security controls, and operational consistency across deployments at the edge.","Mallory Gershenfeld; Ben Lavasani; Majd Aldeen Masriah","Caesars Forum","Tuesday 16:30 - 17:30","AWS Local Zones; AWS Outposts","Digital Sovereignty; Edge Computing; Global Infrastructure; Hybrid Cloud & Multicloud; Security & Identity; Cloud Security Specialist; IT Professional / Technical Manager; Solution / Systems Architect; Digital Native Business; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399789863001KpuD"
"MAM204","Breakout session","200","Digital transformation excellence: From vision to victory","Discover how industry leaders are accelerating their cloud journey beyond migration and modernization to achieve complete digital transformation. This session showcases real-world success stories demonstrating the strategic use of the right accelerators—tools, services, solutions, training, investment or guidance—at precisely the right moments in their transformation journey to unlock business value and achieve operational excellence.","Jonathan Kong; Oscar Rodriguez; Ashish Shekhar","Wynn","Tuesday 11:30 - 12:30","","Migration & Modernization; IT Executive; IT Professional / Technical Manager; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399796933001KEaS"
"OPN309","Breakout session","300","Disagree in Commits: The Performance Improvements That Cut Costs by a Third","When paths diverge in open source, innovation often follows. Join Corey Quinn and Madelyn Olson as they dive into how Amazon ElastiCache for Valkey cut prices by up to 33% while simultaneously improving both performance and reliability through community-driven development. You'll discover how open governance enables optimization decisions that benefit all users, why performance improvements and stability aren't mutually exclusive, and what it really takes to create a seamless migration path at scale. Whether you're currently running Redis, evaluating alternatives, or simply interested in how open-source economics can benefit cloud customers, you'll leave with practical insights on reducing infrastructure costs without compromising on reliability.","Madelyn Olson; Corey Quinn","MGM","Thursday 13:00 - 14:00","","Open Source; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399783024001KZRQ"
"COP356","Lightning talk","300","Disaster Recovery (DR) with AWS Elastic Disaster Recovery Service","Scaling your disaster recovery (DR) strategy when you're working with environments that contain databases, directory services, and ERP solutions isn't easy.  In this session, we'll go over best practices for scaling your testing and application recovery capabilities, and show you how to get more out of your DR environments with AWS Elastic Disaster Recovery.","Mark Jaggers","Mandalay Bay","Tuesday 17:30 - 17:50","AWS Elastic Disaster Recovery","Cloud Operations; Storage; IT Professional / Technical Manager; Solution / Systems Architect; System Administrator; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1755044544831001pxyX"
"AIM353","Chalk talk","300","Distributed inference on AWS: Deep dive into inference optimizations","As Large Language Models (LLMs) become integral to applications, optimizing inference performance is paramount, especially at scale. This session delves into cutting-edge techniques, research and frameworks that enhance LLM serving efficiency, focusing on KV-cache management, PagedAttention mechanisms, and disaggregated serving architectures. We will cover best practices for self-managed inference on AWS: use cases with architecture diagrams, deep dive into how ML inference works on accelerated compute, and common patterns of optimizations in the field. Attendees will gain a comprehensive understanding of the current landscape and future directions in inference optimization, with the knowledge to implement these advancements in distributed systems.","Aman Shanbhag; Keita Watanabe","Mandalay Bay","Monday 16:00 - 17:00","Amazon Elastic Compute Cloud (Amazon EC2)","Generative AI; Agentic AI; Artificial Intelligence; Data Scientist; Developer / Engineer; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399776793001KUYB"
"AIM409","Workshop","400","Distributed training at scale with Slurm on Amazon SageMaker HyperPod","Amazon SageMaker HyperPod offers advanced training tools to accelerate scalable, reliable, and secure AI model development. In this hands-on session, learn how to orchestrate distributed training using a Slurm-based cluster. Experience how Slurm integrates with parallel file systems (Amazon FSx for Lustre), NVIDIA GPUs/AWS Trainium, Elastic Fabric Adapter (EFA), and diverse ML frameworks to train a LLM on representative datasets. Learn to leverage SageMaker HyperPod flexible training plans to reserve compute capacity in advance, providing cost efficiency and capacity assurance. Lastly, discover how to utilize the latest model training tools to troubleshoot convergence issues and optimize model performance.","Roy Allela; Paulo Aragao","MGM","Thursday 12:00 - 14:00","Amazon SageMaker AI","Generative AI; Machine Learning; Artificial Intelligence; Data Scientist; Developer / Engineer; Solution / Systems Architect; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399776909001KBYH"
"SEC338","Chalk talk","300","Distributed vs. Centralized inspection: The ultimate debate","Join network security experts to break down AWS security best practices, pros & cons of centralized inspection versus decentralized inspection. Deep dive into the latest launches for AWS Network Firewall, Transit Gateway, and other network and security services, and how these can simplify and streamline deployments.","Jesse Lepich; Brian Westmoreland","MGM","Thursday 16:00 - 17:00","AWS Firewall Manager; AWS Network Firewall","Security & Identity; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399806969001KJwp"
"DAT435","Breakout session","400","Dive deep into Amazon DynamoDB","This session provides a deep dive into Amazon DynamoDB and shares insights into how DynamoDB is architected and how it’s able to deliver the scalability and response times that customers have come to expect. DynamoDB is used by over one million AWS customers, and powers hundreds of applications that exceed half a million requests per second. In this talk we explore the architecture of DynamoDB, and of several specific features. You will understand how we architected DynamoDB to deliver predictable low latency at any scale, and how best to develop your own applications to delight your customers.","Amrith Kumar","MGM","Monday 11:30 - 12:30","Amazon DynamoDB","Innovation & Transformation; Databases; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399780466001KjuA"
"DAT430-R","Chalk talk","400","Dive deep into Amazon DynamoDB using design puzzles [REPEAT]","In this chalk talk, dive deep into how Amazon DynamoDB works at scale by collaboratively solving a few design puzzles that may seem simple but are actually complex. Learn how you can look beyond the obvious solution to find a more effective and scalable one with an understanding of how DynamoDB operates.","Jason Hunter; Robert McCauley","MGM","Tuesday 11:30 - 12:30","Amazon DynamoDB","Innovation & Transformation; Databases; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399781763001Kfzk"
"DAT430-R1","Chalk talk","400","Dive deep into Amazon DynamoDB using design puzzles [REPEAT]","In this chalk talk, dive deep into how Amazon DynamoDB works at scale by collaboratively solving a few design puzzles that may seem simple but are actually complex. Learn how you can look beyond the obvious solution to find a more effective and scalable one with an understanding of how DynamoDB operates.","Jason Hunter; Robert McCauley","Caesars Forum","Wednesday 17:30 - 18:30","Amazon DynamoDB","Innovation & Transformation; Databases; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635129653001ff4d"
"DAT430-R2","Chalk talk","400","Dive deep into Amazon DynamoDB using design puzzles [REPEAT]","In this chalk talk, dive deep into how Amazon DynamoDB works at scale by collaboratively solving a few design puzzles that may seem simple but are actually complex. Learn how you can look beyond the obvious solution to find a more effective and scalable one with an understanding of how DynamoDB operates.","Jason Hunter; Robert McCauley","Caesars Forum","Friday 09:00 - 10:00","Amazon DynamoDB","Innovation & Transformation; Databases; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635129710001fWR1"
"NET207-R","Builders' session","200","DNS unleashed: Unlocking the full potential of Amazon Route 53 [REPEAT]","In this hands-on session, dive deep into Amazon Route 53 core features, including profiles for streamlined management, resolvers for DNS forwarding, DNS Firewall for enhanced security, and robust query logging for visibility and compliance. Through practical exercises and real-world scenarios, gain actionable skills to optimize DNS performance, secure your environments, and troubleshoot with confidence. Whether you are new to Amazon Route 53 or looking to level up, this session equips you with the tools to help become an expert on modern DNS management.","Matt Engskow; Kyle Hart; Mokshith Kumar; Mevlit Mustafa; Daniel Yu","MGM","Wednesday 15:00 - 16:00","Amazon Route 53; Amazon Virtual Private Cloud (Amazon VPC)","Network & Infrastructure Security; Architecture; Networking & Content Delivery; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399800709001KstY"
"NET207-R1","Builders' session","200","DNS unleashed: Unlocking the full potential of Amazon Route 53 [REPEAT]","In this hands-on session, dive deep into Amazon Route 53 core features, including profiles for streamlined management, resolvers for DNS forwarding, DNS Firewall for enhanced security, and robust query logging for visibility and compliance. Through practical exercises and real-world scenarios, gain actionable skills to optimize DNS performance, secure your environments, and troubleshoot with confidence. Whether you are new to Amazon Route 53 or looking to level up, this session equips you with the tools to help become an expert on modern DNS management.","Matt Engskow; Mevlit Mustafa","Caesars Forum","Thursday 16:00 - 17:00","Amazon Route 53; Amazon Virtual Private Cloud (Amazon VPC)","Network & Infrastructure Security; Architecture; Networking & Content Delivery; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635123617001fBKG"
"IND315-R","Chalk talk","300","Do's and don'ts for mission-critical workloads in financial services [REPEAT]","Attendees will gain practical insights into avoiding common architectural pitfalls that can lead to service disruptions and performance degradations in mission-critical AWS environments. Learn battle-tested strategies for implementing effective observability, automated recovery mechanisms, and controlled deployment practices that maintain system reliability while ensuring continuous improvement. Discover how to properly implement multi-region resilience patterns, manage complex dependencies, and establish operational runbooks that are optimized for high-stress incidents. Walk away with a clear framework for evaluating architectural decisions through the lens of reliability engineering principles, enabling you to balance innovation velocity with the stability requirements of your most critical workloads.","Samuel Baruffi; Vasu Chari","Caesars Forum","Monday 12:00 - 13:00","","Disaster Response & Recovery; Resilience; Architecture; Industry Solutions; IT Executive; IT Professional / Technical Manager; Solution / Systems Architect; Financial Services; Developer Community; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381068401001lQBS"
"IND315-R1","Chalk talk","300","Do's and don'ts for mission-critical workloads in financial services [REPEAT]","Attendees will gain practical insights into avoiding common architectural pitfalls that can lead to service disruptions and performance degradations in mission-critical AWS environments. Learn battle-tested strategies for implementing effective observability, automated recovery mechanisms, and controlled deployment practices that maintain system reliability while ensuring continuous improvement. Discover how to properly implement multi-region resilience patterns, manage complex dependencies, and establish operational runbooks that are optimized for high-stress incidents. Walk away with a clear framework for evaluating architectural decisions through the lens of reliability engineering principles, enabling you to balance innovation velocity with the stability requirements of your most critical workloads.","Samuel Baruffi; Vasu Chari","Caesars Forum","Tuesday 11:30 - 12:30","","Disaster Response & Recovery; Resilience; Architecture; Industry Solutions; IT Executive; IT Professional / Technical Manager; Solution / Systems Architect; Financial Services; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635131032001ffZC"
"IND353","Builders' session","300","Documents to decisions: AI-powered underwriting with Amazon Bedrock","In this session, participants will learn to build an agentic generative AI underwriting workflow on AWS that automates the evaluation of underwriting risk—turning life insurance submissions into explainable risk assessments and recommended actions using Amazon Bedrock, Amazon Bedrock AgentCore, and the Strands Agents SDK. Explore how agents coordinate retrieval, apply underwriting guidelines, and explain their reasoning end-to-end—producing transparent risk scores and suggested next actions. By the end of this session, you’ll have a working prototype and repository that turns raw submissions into auditable risk assessments with patterns you can reuse for production.","Alfredo Castillo; Tony Howell; Trisha Jaggi; Lijan Kuniyil; Joe Morotti","MGM","Monday 08:30 - 09:30","Amazon Bedrock; AWS Lambda; Amazon Nova","Generative AI; Agentic AI; Artificial Intelligence; Industry Solutions; Data Engineer; Data Scientist; Developer / Engineer; Financial Services; Digital Native Business; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399794464001KKyv"
"MAM314","Chalk talk","300","Domain driven microservices design with Amazon Bedrock and Amazon Q","Defining the right service boundaries is a persistent challenge in microservice architecture. This session demonstrates how Amazon Bedrock and Amazon Q can assist in domain-driven design by analyzing existing codebases to uncover natural domain boundaries. The chalk talk will include a live implementation showcasing how these tools detect domain relationships, propose service splits, and apply suitable design patterns to ensure business logic integrity. Attendees will gain a practical, AI-powered approach to architecting well-aligned microservices using Amazon Q and Bedrock to drive scalable, maintainable designs.","Jose Penunuri; Sudarsan Srinivasan","MGM","Wednesday 12:00 - 13:00","Amazon Bedrock","Generative AI; Innovation & Transformation; Migration & Modernization; Developer / Engineer; DevOps Engineer; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399797943001KrgU"
"COP357","Chalk talk","300","Downtime prevention with the Resilience Lifecycle Framework","With most system failures stemming from human error, code deployment issues, and misconfigured systems, it's important to have a framework in place to proactively mitigate risks, practice resilience plans, and prevent the repeat of operational incidents. In this chalk talk you'll learn how to apply the AWS Resilience Lifecycle Framework, a holistic approach based on years of working with customers and internal teams, that captures resilience best practices. You'll leave with practical strategies for setting objectives, designing for resilience, resilience testing, conducting operational readiness reviews, and incident analysis reporting to strengthen the resilience posture of your critical workloads.","Islam Ghanim; Rovan Omar","MGM","Thursday 16:00 - 17:00","","Resilience; Cloud Operations; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399780052001KMx3"
"DAT320","Lightning talk","300","DraftKings: Scaling to 1M operations/min on Aurora during Super Bowl","Discover how DraftKings leverages Amazon Aurora to handle massive transaction volumes during major sporting events for high-stakes sports betting. Join DraftKings to explore the architectural decisions and technical innovations that enable processing of one million financial operations per minute with sub-millisecond latency during peak events like the Super Bowl. Learn how using Aurora, DraftKings can seamlessly scale its financial ledger system, ensure data consistency, and deliver uninterrupted service during moments when millions of users place simultaneous bets.","Vlad Vlasceanu; Joel Miller","Mandalay Bay","Wednesday 11:00 - 11:20","Amazon Aurora","Innovation & Transformation; Customer Enablement; Databases; Migration & Modernization; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Games; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399782903001KDQj"
"HMC214","Lightning talk","200","DraftKings: Turning Compliance into Competitive Advantage with AWS Local Zones","Most companies view regulation as a roadblock to innovation, but DraftKings sees it as a catalyst for growth. In this session, we will share how the company built a scalable edge strategy using AWS Local Zones to meet Federal Wire Act requirements while accelerating expansion into 26 U.S. states. What previously took weeks now takes just days, saving millions in infrastructure costs while delivering industry-leading uptime, agility, and resilience. Learn how DraftKings transformed regulatory compliance into a competitive advantage, offering valuable lessons for Financial Services, Healthcare, and other regulated industries.","Jake Lee; Zach Maybury",,,"AWS Local Zones","Edge Computing; Global Infrastructure; Containers; Compute; Hybrid Cloud & Multicloud; Cloud Security Specialist; IT Professional / Technical Manager; Solution / Systems Architect; Games; Media & Entertainment; Sports; Digital Native Business; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399790424001K7DK"
"COP327","Breakout session","300","Drive operational excellence for modern applications","Modern applications built with microservices, containers, and serverless require advanced observability practices. This session showcases how CloudWatch will help you understand your application and infrastructure as well as your business and customer experience.  Attendees will explore strategies for implementing observability in modern architectures and learn how to leverage new and existing AWS observability features to detect issues faster and reduce mean time to resolution while maintaining reliability at scale. Participants will also learn how to use these tools to accelerate deployments and break down silos between teams.","Ania Develter; Jean Schwerer","MGM","Monday 13:30 - 14:30","Amazon CloudWatch; Amazon Elastic Container Service (Amazon ECS)","Monitoring & Observability; Containers; Cloud Operations; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399778746001KpK6"
"IND3307","Breakout session","300","Drive Supply Chain Innovation Using AWS Cloud and AI Solutions","As supply chains grow increasingly complex, companies are using the cloud, artificial intelligence (AI), and internet of things (IoT) to gain better, faster insights and reduce costs. Hear how Sysco, the global leader in foodservice distribution, executed a strategic cloud migration to enhance scalability, improve warehouse efficiency, and develop a foundation to accelerate AI use cases. You will also learn how McDonald's, one of the world’s largest restaurant chains, built innovative AI-powered solutions to improve supply chain traceability and automate inventory tracking.","Deborah Matteliano; Stephanie Koenig; Samir Patel","Wynn","Wednesday 10:30 - 11:30","Amazon Bedrock","Generative AI; Customer Enablement; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Retail & Consumer Goods; Travel & Hospitality; Enterprise; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399791777001K3ed"
"IND316","Chalk talk","300","Driving Autonomous Operations with Data Sharing and Agentic AI","Agentic AI is essential for autonomous decision-making in industrial operations. These systems require complete and reliable data from both internal operations and external supply chain processes to function effectively. In this Chalk Talk, learn about the fundamentals and applications of agentic systems in manufacturing operations and see how AWS helps with efficient data access along the value chain to improve the quality of autonomous processes. Learn how data spaces, EDI, and native AWS services such as Amazon SageMaker provide established means for governed, cross-company data sharing at scale.","Emilia Brzozowska; Jonas Buerkel","Caesars Forum","Thursday 14:30 - 15:30","","Management & Governance; Automation; Agentic AI; Industry Solutions; Data Scientist; IT Professional / Technical Manager; Solution / Systems Architect; Automotive; Manufacturing & Industrial; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381068494001llWy"
"ISV316","Breakout session","300","Driving Profitable Growth with Generative AI: From Prompt to Product","Generative AI is the largest disruption to software company business models since the emergence of SaaS. In this session we'll cover best practices software companies use to take AI-native products from pilot to production, including identifying use cases that drive business value, features that accelerate adoption and pricing strategies that result in profitable growth","Erik Anderson; Jeffrey Hammond; Nicola Smyth","Caesars Forum","Monday 15:00 - 16:00","Amazon Bedrock; Amazon Q","Generative AI; SaaS; Agentic AI; Artificial Intelligence; Business Executive; IT Executive; IT Professional / Technical Manager; Software & Internet; Independent Software Vendor; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753651205684001hMbd"
"DAT453","Breakout session","400","DynamoDB zero-trust architecture: Advanced access controls","In this session, learn how to implement comprehensive zero-trust security architectures for Amazon DynamoDB applications. Explore advanced IAM policy design, attribute-based access control, and integration with enterprise identity systems. Deep dive into fine-grained permissions, dynamic policy evaluation, and automated compliance monitoring. Also, discover real-world patterns for multi-tenant applications, data isolation strategies, and audit logging. This session is essential for enterprises implementing zero-trust security models requiring granular access control, continuous verification, and comprehensive security monitoring while maintaining application performance and developer productivity.","Craig Howard","Wynn","Thursday 12:30 - 13:30","Amazon Aurora","Zero Trust; Databases; Cloud Security Specialist; Developer / Engineer; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399781322001K2Wm"
"MAM405","Workshop","400","Easily port .NET applications to Linux with AWS Transform for .NET","In this workshop, gain hands-on experience porting a .NET Framework application to cross-platform .NET. Use AWS Transform for .NET, a modernization service powered by agentic AI that significantly reduces the time to migrate applications from Windows Server to Linux. Learn how migrating to Linux helps you avoid additional licensing fees and gain performance and security benefits.","Neeraj Handa; Varun Saxena","Wynn","Monday 15:00 - 17:00","AWS Transform","Microsoft & .NET; Agentic AI; Migration & Modernization; Developer / Engineer; DevOps Engineer; Solution / Systems Architect; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399798344001KGgz"
"CMP404","Chalk talk","400","EC2 Fleet: Your Swiss Army Knife for Large-Scale Compute Orchestration","Dive deep into advanced EC2 Fleet configurations in this technical session. We'll examine complex architectural patterns using instance weighting for optimal compute capacity distribution, implementation of hybrid capacity models combining On-Demand and Spot instances, and sophisticated capacity reservation strategies. Through code-heavy demonstrations, we'll explore programmatic fleet management, custom weighting algorithms, capacity block integration for GPU workloads, and advanced monitoring solutions. You'll walk away knowing how to implement complex capacity management patterns and architect enterprise-scale solutions using EC2 Fleet's advanced APIs and configuration options.","Tyler (AWS) Baker; Chad Schmutzer","MGM","Tuesday 14:30 - 15:30","Amazon Elastic Compute Cloud (Amazon EC2)","Monitoring & Observability; Resilience; Cost Optimization; Architecture; Compute; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381061426001l8Xl"
"CMP412","Chalk talk","400","EC2 Flex instances: Get latest generation performance at lower costs","EC2 Flex instances provide the easiest way to get latest generation performance at lower costs for a majority of your workloads. In this session, we will dive deep into the Flex instances, what workloads are most suitable for Flex, how they are designed, ways customers can adopt and monitor the performance experience.","Saurabh Modh; Anton Valter","Mandalay Bay","Tuesday 16:00 - 17:00","Amazon Elastic Compute Cloud (Amazon EC2)","Cost Optimization; Compute; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381056307001lsSJ"
"CNS316-R","Chalk talk","300","Effective strategies for testing serverless event-driven applications [REPEAT]","Elevate your automated testing skills for serverless and event-driven applications in this highly anticipated, interactive chalk talk. Explore strategies and best practices through code samples and whiteboard demos. Learn techniques like emulation, mocking, and testing in the cloud. Discuss using cutting-edge tools like Generative AI and new AWS Lambda developer experience features to increase efficiency. Gain insights into common structures and patterns that make your tests effective, useful, and easy to understand. Leave equipped with practical knowledge to future-proof your cloud-native applications by implementing robust automated testing.","Brian Krygsman; Rohan Mehta","MGM","Monday 17:30 - 18:30","","Event-Driven Architecture; Lambda-Based Applications; Serverless; Application Integration; Serverless & Containers; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753381073949001l2sk"
"CNS316-R1","Chalk talk","300","Effective strategies for testing serverless event-driven applications [REPEAT]","Elevate your automated testing skills for serverless and event-driven applications in this highly anticipated, interactive chalk talk. Explore strategies and best practices through code samples and whiteboard demos. Learn techniques like emulation, mocking, and testing in the cloud. Discuss using cutting-edge tools like Generative AI and new AWS Lambda developer experience features to increase efficiency. Gain insights into common structures and patterns that make your tests effective, useful, and easy to understand. Leave equipped with practical knowledge to future-proof your cloud-native applications by implementing robust automated testing.","Brian Krygsman; Rohan Mehta","MGM","Wednesday 08:30 - 09:30","","Event-Driven Architecture; Lambda-Based Applications; Serverless; Application Integration; Serverless & Containers; Developer / Engineer; IT Professional / Technical Manager; Solution / Systems Architect; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1757635131939001f401"
"AIM410","Builders' session","400","Efficient AI model customization for agentic workflows","Join us to learn a practical and cost-effective way to customize AI models using spectrum-aware fine-tuning and fully managed training experience provided by Amazon SageMaker training jobs. We'll demonstrate how this method precisely updates only the most important parts of an AI model, making the process faster and more affordable than traditional approaches. Through real-world examples, we'll show how to train language models for high-accuracy task completion and decision-making in agentic workflows. This session will provide you with hands-on knowledge to make your AI training more efficient, helping you save both time and money while building more capable AI agents.","Amin Dashti; Davide Gallitelli; Surya Kari; Kanwaljit Khurmi; Nick Sciarrilli","Mandalay Bay","Monday 10:00 - 11:00","Amazon Bedrock; Amazon SageMaker AI","Generative AI; Machine Learning; Artificial Intelligence; Data Scientist; Developer / Engineer; Solution / Systems Architect; Nonprofit; Hands-on; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399776088001KIkI"
"NET319","Chalk talk","300","Elastic Load Balancing cookbook: Advanced recipes for ALB and NLB","Join this interactive chalk talk and deep dive into Elastic Load Balancing (ELB) best practices focused on optimizing application performance. Explore strategic decisions for choosing between Application Load Balancer (ALB) and Network Load Balancer (NLB) implementations, while exploring cost optimization strategies and performance-tuning techniques. In this session, discover how to architect resilient load balancing solutions that scale effortlessly, optimize traffic distribution across Availability Zones (AZs), and leverage advanced routing features. Through real-world case studies of high-traffic systems and emerging microservices deployment patterns, participants will explore how recent ELB innovations are transforming cloud architectures. Bring your challenges – let's solve them together.","Alexis Marcou; Sathya Ramaseshan","Mandalay Bay","Tuesday 12:00 - 13:00","","Networking & Content Delivery; Interactive","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399800029001KVRx"
"COP326","Breakout session","300","Elevate application and generative AI observability","This session demonstrates how to leverage Amazon CloudWatch's comprehensive observability capabilities for both traditional applications and generative AI workloads. Customers building generative AI-powered workloads face challenges in understanding end-user outcomes, AI performance, health, accuracy, and quality issues at scale. Whether you're dealing with high latency, excessive token consumption, or unexpected errors, Amazon CloudWatch's pre-built dashboards provide comprehensive monitoring capabilities and insights into end-user outcomes, AI performance, health, and accuracy. Learn how observability can help bring reliability across your entire application stack.","Matheus Arrais; Peter Geng","MGM","Wednesday 14:30 - 15:30","Amazon CloudWatch; Amazon CloudWatch Application Insights","Monitoring & Observability; Agentic AI; DevOps; Artificial Intelligence; Cloud Operations; Developer / Engineer; DevOps Engineer; Solution / Systems Architect; Lecture-style","https://registration.awsevents.com/flow/awsevents/reinvent2025/event-catalog/page/eventCatalog/session/1753399778708001KSXP"
